Time(s),HeartRate(1/min),Glucose-BloodConcentration(mg/dL),RespirationRate(1/min),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),AchievedExerciseLevel
449.02,72.595484,98.020324,15.873016,114.110112,75.424197,0,0
450.02,72.599514,98.028458,15.873016,114.109594,75.422794,0,0
451.02,72.580712,98.036445,15.873016,114.104975,75.425882,0,0
452.02,72.580125,98.044915,15.873016,114.109209,75.428757,0,0
453.02,72.601214,98.054039,15.873016,114.113872,75.425254,0,0
454.02,72.588765,98.062929,15.873016,114.109396,75.426549,0,0
455.02,72.570011,98.071173,15.873016,114.106392,75.430565,0,0
456.02,72.569020,98.079078,15.873016,114.108815,75.432396,0,0
457.02,72.590948,98.087329,15.873016,114.115045,75.429550,0,0
458.02,72.576171,98.096317,15.873016,114.109930,75.431250,0,0
459.02,72.564241,98.105302,15.873016,114.109434,75.434659,0,0
460.02,72.575570,98.113656,15.873016,114.114179,75.434141,0,0
461.02,72.596652,98.121534,15.873016,114.118853,75.430655,0,0
462.02,72.584202,98.129614,15.873016,114.114389,75.431955,0,0
463.02,72.564447,98.138396,15.873016,114.113821,75.437813,0,0
464.02,72.586366,98.147428,15.873016,114.120060,75.434982,0,0
465.02,72.590388,98.155917,15.873016,114.119567,75.433602,0,0
466.02,72.571584,98.163823,15.873016,114.114968,75.436697,0,0
467.02,72.559650,98.171750,15.873016,114.114477,75.440110,0,0
468.02,72.592044,98.180288,15.873016,114.123913,75.436131,0,0
469.02,72.579593,98.189327,15.873016,114.119462,75.437438,0,0
470.02,72.560834,98.197945,15.873016,114.116472,75.441459,0,0
471.02,72.559828,98.205916,15.873016,114.118906,75.443304,0,0
472.02,72.581738,98.213730,15.873016,114.125154,75.440488,0,0
473.02,72.566951,98.222040,15.873016,114.120083,75.442217,0,0
474.02,72.555011,98.231010,15.873016,114.119598,75.445633,0,0
475.02,72.566323,98.239733,15.873016,114.124356,75.445137,0,0
476.02,72.587389,98.247808,15.873016,114.129050,75.441681,0,0
477.02,72.574937,98.255563,15.873016,114.124610,75.442994,0,0
478.02,72.556175,98.263659,15.873016,114.121627,75.447016,0,0
479.02,72.577062,98.272477,15.873016,114.130322,75.446066,0,0
480.02,72.581077,98.281298,15.873016,114.129853,75.444708,0,0
481.02,72.562270,98.289507,15.873016,114.125272,75.447808,0,0
482.02,72.550325,98.297230,15.873016,114.124792,75.451227,0,0
483.02,72.561629,98.305138,15.873016,114.129556,75.450741,0,0
484.02,72.570233,98.313759,15.873016,114.129832,75.448619,0,0
485.02,72.551468,98.322647,15.873016,114.126855,75.452642,0,0
486.02,72.550448,98.330981,15.873016,114.129299,75.454500,0,0
487.02,72.572339,98.338722,15.873016,114.135562,75.451713,0,0
488.02,72.576349,98.346497,15.873016,114.135105,75.450366,0,0
489.02,72.545590,98.354886,15.873016,114.130056,75.456890,0,0
490.02,72.556885,98.363765,15.873016,114.134826,75.456414,0,0
491.02,72.577934,98.372221,15.873016,114.139541,75.452988,0,0
492.02,72.565479,98.380047,15.873016,114.135123,75.454312,0,0
493.02,72.546710,98.387717,15.873016,114.132152,75.458336,0,0
494.02,72.567564,98.395864,15.873016,114.140871,75.457428,0,0
495.02,72.571570,98.404674,15.873016,114.140425,75.456090,0,0
496.02,72.552759,98.413256,15.873016,114.135861,75.459195,0,0
497.02,72.540803,98.421187,15.873016,114.135390,75.462619,0,0
498.02,72.552089,98.428779,15.873016,114.140165,75.462153,0,0
499.02,72.573130,98.436720,15.873016,114.144889,75.458743,0,0
500.02,72.541901,98.445397,15.873016,114.137517,75.464097,0,0
501.02,72.540865,98.454073,15.873016,114.139970,75.465967,0,0
502.02,72.562737,98.462123,15.873016,114.146248,75.463208,0,0
503.02,72.566738,98.469700,15.873016,114.145813,75.461881,0,0
504.02,72.547924,98.477470,15.873016,114.141257,75.464988,0,0
505.02,72.547240,98.485936,15.873016,114.145571,75.467958,0,0
506.02,72.568272,98.494666,15.873016,114.150304,75.464563,0,0
507.02,72.555813,98.502860,15.873016,114.145908,75.465897,0,0
508.02,72.537037,98.510467,15.873016,114.142949,75.469923,0,0
509.02,72.535994,98.518089,15.873016,114.145405,75.471798,0,0
510.02,72.561852,98.526322,15.873016,114.151266,75.467737,0,0
511.02,72.543036,98.535063,15.873016,114.146718,75.470845,0,0
512.02,72.531070,98.543383,15.873016,114.146256,75.474274,0,0
513.02,72.542338,98.551056,15.873016,114.151042,75.473828,0,0
514.02,72.563361,98.558577,15.873016,114.155784,75.470447,0,0
515.02,72.532119,98.566589,15.873016,114.148446,75.475814,0,0
516.02,72.531069,98.575259,15.873016,114.150907,75.477695,0,0
517.02,72.552919,98.583690,15.873016,114.157201,75.474967,0,0
518.02,72.556909,98.591479,15.873016,114.156788,75.473662,0,0
519.02,72.538089,98.598941,15.873016,114.152250,75.476775,0,0
520.02,72.526115,98.606738,15.873016,114.151794,75.480208,0,0
521.02,72.558381,98.615260,15.873016,114.161340,75.476414,0,0
522.02,72.545914,98.623799,15.873016,114.156969,75.477762,0,0
523.02,72.527126,98.631723,15.873016,114.154023,75.481794,0,0
524.02,72.526064,98.639157,15.873016,114.156492,75.483686,0,0
525.02,72.547900,98.646778,15.873016,114.162795,75.480976,0,0
526.02,72.533052,98.655109,15.873016,114.157869,75.482806,0,0
527.02,72.521068,98.663710,15.873016,114.157420,75.486246,0,0
528.02,72.532311,98.671759,15.873016,114.162221,75.485828,0,0
529.02,72.553308,98.679223,15.873016,114.166986,75.482487,0,0
530.02,72.540834,98.686718,15.873016,114.162628,75.483844,0,0
531.02,72.520965,98.694818,15.873016,114.162166,75.489783,0,0
532.02,72.542788,98.703414,15.873016,114.168479,75.487092,0,0
533.02,72.546758,98.711597,15.873016,114.168093,75.485817,0,0
534.02,72.527926,98.719147,15.873016,114.163576,75.488941,0,0
535.02,72.515933,98.726535,15.873016,114.163133,75.492387,0,0
536.02,72.548149,98.734398,15.873016,114.172717,75.488659,0,0
537.02,72.535671,98.742934,15.873016,114.168372,75.490024,0,0
538.02,72.516870,98.751245,15.873016,114.165442,75.494064,0,0
539.02,72.515787,98.758901,15.873016,114.167922,75.495974,0,0
540.02,72.537598,98.766222,15.873016,114.174244,75.493300,0,0
541.02,72.541561,98.773889,15.873016,114.173870,75.492038,0,0
542.02,72.510726,98.782288,15.873016,114.168926,75.498615,0,0
543.02,72.521947,98.790690,15.873016,114.173740,75.498222,0,0
544.02,72.542920,98.798475,15.873016,114.178527,75.494917,0,0
545.02,72.530439,98.805789,15.873016,114.174194,75.496288,0,0
546.02,72.511634,98.813287,15.873016,114.171271,75.500330,0,0
547.02,72.532342,98.821478,15.873016,114.180086,75.499589,0,0
548.02,72.536298,98.829944,15.873016,114.179725,75.498339,0,0
549.02,72.517459,98.837876,15.873016,114.175228,75.501470,0,0
550.02,72.505454,98.845216,15.873016,114.174795,75.504922,0,0
551.02,72.516666,98.852570,15.873016,114.179616,75.504540,0,0
552.02,72.525144,98.860538,15.873016,114.180092,75.502629,0,0
553.02,72.506335,98.869018,15.873016,114.177176,75.506673,0,0
554.02,72.505236,98.877076,15.873016,114.179666,75.508596,0,0
555.02,72.527026,98.884490,15.873016,114.186004,75.505953,0,0
556.02,72.530975,98.891754,15.873016,114.185655,75.504715,0,0
557.02,72.500123,98.899499,15.873016,114.180740,75.511303,0,0
558.02,72.511325,98.907903,15.873016,114.185567,75.510932,0,0
559.02,72.532278,98.916079,15.873016,114.190374,75.507660,0,0
560.02,72.519790,98.923618,15.873016,114.186065,75.509044,0,0
561.02,72.500978,98.930825,15.873016,114.183155,75.513088,0,0
562.02,72.499871,98.938359,15.873016,114.185650,75.515017,0,0
563.02,72.525593,98.946624,15.873016,114.191660,75.511163,0,0
564.02,72.506747,98.954911,15.873016,114.187181,75.514299,0,0
565.02,72.494732,98.962581,15.873016,114.186759,75.517756,0,0
566.02,72.505925,98.969761,15.873016,114.191592,75.517396,0,0
567.02,72.526867,98.977130,15.873016,114.196409,75.514140,0,0
568.02,72.495560,98.985207,15.873016,114.189209,75.519574,0,0
569.02,72.494446,98.993556,15.873016,114.191709,75.521509,0,0
570.02,72.516214,99.001357,15.873016,114.198063,75.518898,0,0
571.02,72.520150,99.008576,15.873016,114.197738,75.517682,0,0
572.02,72.501302,99.015820,15.873016,114.193268,75.520819,0,0
573.02,72.500465,99.023661,15.873016,114.197690,75.523929,0,0
574.02,72.521397,99.032009,15.873016,114.202518,75.520690,0,0
575.02,72.508904,99.039952,15.873016,114.198232,75.522084,0,0
576.02,72.490083,99.047259,15.873016,114.195335,75.526130,0,0
577.02,72.488961,99.054398,15.873016,114.197840,75.528071,0,0
578.02,72.514648,99.062013,15.873016,114.203889,75.524271,0,0
579.02,72.495797,99.070304,15.873016,114.199428,75.527410,0,0
580.02,72.483770,99.078370,15.873016,114.199016,75.530871,0,0
581.02,72.494944,99.085782,15.873016,114.203861,75.530532,0,0
582.02,72.515866,99.092865,15.873016,114.208698,75.527309,0,0
583.02,72.503370,99.100290,15.873016,114.204425,75.528709,0,0
584.02,72.483415,99.108441,15.873016,114.204043,75.534701,0,0
585.02,72.505162,99.116603,15.873016,114.210414,75.532121,0,0
586.02,72.509085,99.124154,15.873016,114.210112,75.530928,0,0
587.02,72.490231,99.131230,15.873016,114.205661,75.534069,0,0
588.02,72.478198,99.138482,15.873016,114.205253,75.537532,0,0
589.02,72.510275,99.146429,15.873016,114.214951,75.533997,0,0
590.02,72.497775,99.154664,15.873016,114.210690,75.535402,0,0
591.02,72.478947,99.162362,15.873016,114.207805,75.539448,0,0
592.02,72.477809,99.169465,15.873016,114.210319,75.541400,0,0
593.02,72.499545,99.176584,15.873016,114.216697,75.538835,0,0
594.02,72.484604,99.184314,15.873016,114.211965,75.540796,0,0
595.02,72.472566,99.192557,15.873016,114.211562,75.544261,0,0
596.02,72.483722,99.200379,15.873016,114.216418,75.543943,0,0
597.02,72.504622,99.207566,15.873016,114.221275,75.540752,0,0
598.02,72.492119,99.214601,15.873016,114.217025,75.542163,0,0
599.02,72.472141,99.222109,15.873016,114.216665,75.548166,0,0
600.02,72.493867,99.230278,15.873016,114.223052,75.545617,0,0
601.02,72.497775,99.238229,15.873016,114.222773,75.544446,0,0
602.02,72.478915,99.245541,15.873016,114.218339,75.547590,0,0
603.02,72.466871,99.252514,15.873016,114.217941,75.551057,0,0
604.02,72.478018,99.259815,15.873016,114.222803,75.550749,0,0
605.02,72.486402,99.267852,15.873016,114.223432,75.548990,0,0
606.02,72.467565,99.275916,15.873016,114.220559,75.553036,0,0
607.02,72.466411,99.283358,15.873016,114.223082,75.554999,0,0
608.02,72.488127,99.290314,15.873016,114.229476,75.552465,0,0
609.02,72.492028,99.297459,15.873016,114.229209,75.551306,0,0
610.02,72.461115,99.305304,15.873016,114.224391,75.557919,0,0
611.02,72.472252,99.313424,15.873016,114.229258,75.557621,0,0
612.02,72.493131,99.321006,15.873016,114.234135,75.554463,0,0
613.02,72.480622,99.328009,15.873016,114.229908,75.555884,0,0
614.02,72.461781,99.335028,15.873016,114.227042,75.559930,0,0
615.02,72.482324,99.342640,15.873016,114.235971,75.559379,0,0
616.02,72.486218,99.350769,15.873016,114.235715,75.558231,0,0
617.02,72.467352,99.358494,15.873016,114.231300,75.561377,0,0
618.02,72.455297,99.365579,15.873016,114.230910,75.564847,0,0
619.02,72.466424,99.372496,15.873016,114.235783,75.564559,0,0
620.02,72.474780,99.379892,15.873016,114.236455,75.562843,0,0
621.02,72.455935,99.387965,15.873016,114.233594,75.566889,0,0
622.02,72.454765,99.395813,15.873016,114.236125,75.568862,0,0
623.02,72.476459,99.403010,15.873016,114.242535,75.566358,0,0
624.02,72.480346,99.409880,15.873016,114.242291,75.565221,0,0
625.02,72.461476,99.417085,15.873016,114.237884,75.568369,0,0
626.02,72.460533,99.425012,15.873016,114.242377,75.571562,0,0
627.02,72.481390,99.432961,15.873016,114.247274,75.568437,0,0
628.02,72.468874,99.440305,15.873016,114.243070,75.569867,0,0
629.02,72.450025,99.447168,15.873016,114.240215,75.573912,0,0
630.02,72.448848,99.454203,15.873016,114.242750,75.575891,0,0
631.02,72.474411,99.461934,15.873016,114.248936,75.572276,0,0
632.02,72.455538,99.469959,15.873016,114.244538,75.575425,0,0
633.02,72.443471,99.477445,15.873016,114.244157,75.578896,0,0
634.02,72.454580,99.484336,15.873016,114.249041,75.578629,0,0
635.02,72.475426,99.491247,15.873016,114.253947,75.575520,0,0
636.02,72.444053,99.498766,15.873016,114.246905,75.581000,0,0
637.02,72.442868,99.506796,15.873016,114.249445,75.582983,0,0
638.02,72.464540,99.514411,15.873016,114.255870,75.580511,0,0
639.02,72.468412,99.521396,15.873016,114.255650,75.579395,0,0
640.02,72.449536,99.528222,15.873016,114.251260,75.582545,0,0
641.02,72.448562,99.535514,15.873016,114.255773,75.585760,0,0
642.02,72.469397,99.543473,15.873016,114.260689,75.582668,0,0
643.02,72.456874,99.551225,15.873016,114.256508,75.584108,0,0
644.02,72.438017,99.558335,15.873016,114.253665,75.588151,0,0
645.02,72.436824,99.565101,15.873016,114.256208,75.590140,0,0
646.02,72.458485,99.572195,15.873016,114.262641,75.587682,0,0
647.02,72.443470,99.580028,15.873016,114.258051,75.589728,0,0
648.02,72.431392,99.587886,15.873016,114.257679,75.593202,0,0
649.02,72.442481,99.595124,15.873016,114.262573,75.592955,0,0
650.02,72.463305,99.601883,15.873016,114.267499,75.589879,0,0
651.02,72.450779,99.608828,15.873016,114.263330,75.591323,0,0
652.02,72.430716,99.616465,15.873016,114.263040,75.597359,0,0
653.02,72.452366,99.624383,15.873016,114.269480,75.594918,0,0
654.02,72.456223,99.631770,15.873016,114.269283,75.593824,0,0
655.02,72.437341,99.638575,15.873016,114.264911,75.596975,0,0
656.02,72.425257,99.645390,15.873016,114.264543,75.600449,0,0
657.02,72.457149,99.652797,15.873016,114.274378,75.597153,0,0
658.02,72.444619,99.660731,15.873016,114.270221,75.598602,0,0
659.02,72.425754,99.668263,15.873016,114.267388,75.602644,0,0
660.02,72.424544,99.675150,15.873016,114.269939,75.604642,0,0
661.02,72.446183,99.681871,15.873016,114.276388,75.602216,0,0
662.02,72.431147,99.689070,15.873016,114.271839,75.604284,0,0
663.02,72.419057,99.696943,15.873016,114.271475,75.607759,0,0
664.02,72.430127,99.704593,15.873016,114.276380,75.607533,0,0
665.02,72.450928,99.711600,15.873016,114.281325,75.604490,0,0
666.02,72.438395,99.718281,15.873016,114.277180,75.605943,0,0
667.02,72.419525,99.725288,15.873016,114.274353,75.609984,0,0
668.02,72.439935,99.733016,15.873016,114.283364,75.609576,0,0
669.02,72.443777,99.740776,15.873016,114.283190,75.608505,0,0
670.02,72.424889,99.747932,15.873016,114.278835,75.611657,0,0
671.02,72.412793,99.754600,15.873016,114.278475,75.615132,0,0
672.02,72.423853,99.761439,15.873016,114.283385,75.614915,0,0
673.02,72.432106,99.768980,15.873016,114.284207,75.613347,0,0
674.02,72.413233,99.776817,15.873016,114.281385,75.617387,0,0
675.02,72.412007,99.784113,15.873016,114.283944,75.619394,0,0
676.02,72.433623,99.790817,15.873016,114.290408,75.616999,0,0
677.02,72.437458,99.797542,15.873016,114.290245,75.615939,0,0
678.02,72.406464,99.804865,15.873016,114.285543,75.622567,0,0
679.02,72.417514,99.812703,15.873016,114.290459,75.622360,0,0
680.02,72.438292,99.820134,15.873016,114.295423,75.619351,0,0
681.02,72.425753,99.826938,15.873016,114.291302,75.620813,0,0
682.02,72.406875,99.833577,15.873016,114.288486,75.624851,0,0
683.02,72.427245,99.840677,15.873016,114.297520,75.624484,0,0
684.02,72.431073,99.848451,15.873016,114.297369,75.623435,0,0
685.02,72.412178,99.856021,15.873016,114.293032,75.626587,0,0
686.02,72.400070,99.862944,15.873016,114.292680,75.630063,0,0
687.02,72.411110,99.869524,15.873016,114.297601,75.629867,0,0
688.02,72.431877,99.876437,15.873016,114.302575,75.626874,0,0
689.02,72.400452,99.884085,15.873016,114.295655,75.632378,0,0
690.02,72.399209,99.891760,15.873016,114.298221,75.634395,0,0
691.02,72.420803,99.898817,15.873016,114.304701,75.632031,0,0
692.02,72.424623,99.905398,15.873016,114.304562,75.630993,0,0
693.02,72.405725,99.912159,15.873016,114.300233,75.634145,0,0
694.02,72.404641,99.919607,15.873016,114.304811,75.637435,0,0
695.02,72.425396,99.927345,15.873016,114.309795,75.634460,0,0
696.02,72.412851,99.934559,15.873016,114.305697,75.635930,0,0
697.02,72.393964,99.941186,15.873016,114.302892,75.639965,0,0
698.02,72.392713,99.947818,15.873016,114.305462,75.641987,0,0
699.02,72.418107,99.955044,15.873016,114.311822,75.638612,0,0
700.02,72.399207,99.962802,15.873016,114.307503,75.641764,0,0
701.02,72.387087,99.970154,15.873016,114.307158,75.645241,0,0
702.02,72.398106,99.976862,15.873016,114.312089,75.645065,0,0
703.02,72.418850,99.983410,15.873016,114.317083,75.642106,0,0
704.02,72.387411,99.990432,15.873016,114.310198,75.647615,0,0
705.02,72.386151,99.998125,15.873016,114.312772,75.649641,0,0
706.02,72.407721,100.005599,15.873016,114.319266,75.647309,0,0
707.02,72.411526,100.012437,15.873016,114.319151,75.646293,0,0
708.02,72.392623,100.018943,15.873016,114.314841,75.649445,0,0
709.02,72.380497,100.025768,15.873016,114.314500,75.652922,0,0
710.02,72.412238,100.033318,15.873016,114.324440,75.649814,0,0
711.02,72.399686,100.040911,15.873016,114.320366,75.651293,0,0
712.02,72.380792,100.047896,15.873016,114.317572,75.655325,0,0
713.02,72.379523,100.054391,15.873016,114.320150,75.657356,0,0
714.02,72.401081,100.061057,15.873016,114.326652,75.655040,0,0
715.02,72.385973,100.068424,15.873016,114.322247,75.657187,0,0
716.02,72.373841,100.076088,15.873016,114.321910,75.660664,0,0
717.02,72.384840,100.083211,15.873016,114.326851,75.660508,0,0
718.02,72.405560,100.089748,15.873016,114.331865,75.657584,0,0
719.02,72.393005,100.096306,15.873016,114.327804,75.659066,0,0
720.02,72.372830,100.103455,15.873016,114.327596,75.665132,0,0
721.02,72.394376,100.111120,15.873016,114.334106,75.662832,0,0
722.02,72.398167,100.118387,15.873016,114.334015,75.661838,0,0
723.02,72.379257,100.125025,15.873016,114.329722,75.664990,0,0
724.02,72.367119,100.131492,15.873016,114.329389,75.668467,0,0
725.02,72.398816,100.138418,15.873016,114.339360,75.665414,0,0
726.02,72.386258,100.146028,15.873016,114.335310,75.666901,0,0
727.02,72.367356,100.153433,15.873016,114.332527,75.670930,0,0
728.02,72.366070,100.160190,15.873016,114.335111,75.672970,0,0
729.02,72.387604,100.166606,15.873016,114.341629,75.670685,0,0
730.02,72.391388,100.173352,15.873016,114.341550,75.669703,0,0
731.02,72.360331,100.180830,15.873016,114.336937,75.676332,0,0
732.02,72.371309,100.188336,15.873016,114.341888,75.676197,0,0
733.02,72.392006,100.195233,15.873016,114.346923,75.673306,0,0
734.02,72.379445,100.201656,15.873016,114.342885,75.674797,0,0
735.02,72.360538,100.208250,15.873016,114.340107,75.678824,0,0
736.02,72.380766,100.215528,15.873016,114.349221,75.678600,0,0
737.02,72.384543,100.223106,15.873016,114.349155,75.677628,0,0
738.02,72.365627,100.230160,15.873016,114.344879,75.680780,0,0
739.02,72.353477,100.236623,15.957447,114.344554,75.684257,0,0
740.02,72.364444,100.243090,15.957447,114.349510,75.684132,0,0
741.02,72.370852,100.250155,15.957447,114.350169,75.683028,0,0
742.02,72.351805,100.257751,15.957447,114.347385,75.687062,0,0
743.02,72.350881,100.264939,15.957447,114.349970,75.688961,0,0
