Time(s),HeartRate(1/min),RespirationRate(1/min),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),MeanArterialPressure(mmHg),OxygenSaturation,CoreTemperature(degC),CardiacOutput(L/min),HeartStrokeVolume(mL),TidalVolume(mL),ArterialBloodPH,AchievedExerciseLevel,Glucose-BloodConcentration(mg/dL)
3378.14,93.87,14.42,123.4,89.1,106.9,0.979,36.41,6.40,68.2,528.88,7.44,0,75.80,0
3379.14,93.86,14.42,123.5,89.2,107.0,0.979,36.41,6.40,68.2,528.88,7.44,0,75.80,0
3380.14,93.75,14.42,123.5,89.2,107.0,0.979,36.41,6.39,68.1,528.88,7.44,0,75.81,0
3381.14,93.72,14.42,123.5,88.9,106.5,0.979,36.41,6.38,68.1,532.56,7.44,0,75.81,0
3382.14,93.72,14.42,122.8,87.9,105.8,0.979,36.41,6.47,69.1,532.56,7.44,0,75.81,0
3383.14,93.81,14.42,122.8,87.9,106.4,0.979,36.41,6.49,69.2,532.56,7.44,0,75.81,0
3384.14,93.90,14.42,123.8,89.3,107.2,0.979,36.41,6.44,68.6,532.56,7.44,0,75.81,0
3385.14,93.73,14.42,123.8,89.1,106.8,0.979,36.41,6.41,68.4,532.48,7.44,0,75.81,0
3386.14,93.67,14.42,123.3,88.4,106.2,0.979,36.41,6.47,69.1,532.48,7.44,0,75.82,0
3387.14,93.68,14.42,123.1,88.1,106.1,0.979,36.41,6.50,69.4,532.48,7.44,0,75.82,0
3388.14,93.73,14.42,123.2,88.1,106.1,0.979,36.41,6.52,69.5,532.48,7.44,0,75.82,0
3389.14,93.78,14.42,123.9,89.2,107.4,0.979,36.41,6.48,69.1,532.41,7.44,0,75.82,0
3390.14,93.80,14.42,124.2,89.5,107.6,0.979,36.41,6.46,68.9,532.41,7.44,0,75.82,0
3391.14,93.60,14.42,123.6,88.7,106.5,0.979,36.41,6.49,69.3,532.41,7.44,0,75.82,0
3392.14,93.50,14.42,123.4,88.4,106.4,0.979,36.41,6.50,69.6,532.41,7.44,0,75.82,0
3393.14,93.58,14.42,123.4,88.3,106.4,0.979,36.41,6.52,69.7,532.34,7.44,0,75.82,0
3394.14,93.64,14.42,123.5,88.3,106.4,0.979,36.41,6.53,69.8,532.34,7.44,0,75.83,0
3395.14,93.70,14.42,123.6,88.4,106.5,0.979,36.41,6.55,69.9,532.34,7.44,0,75.83,0
3396.14,93.67,14.42,123.7,88.4,106.6,0.979,36.41,6.55,70.0,532.34,7.44,0,75.83,0
3397.14,93.61,14.42,123.8,88.5,106.7,0.979,36.41,6.56,70.1,532.27,7.44,0,75.83,0
3398.14,93.60,14.42,123.9,88.5,106.7,0.979,36.41,6.56,70.1,532.27,7.44,0,75.83,0
3399.14,93.58,14.42,123.9,88.6,106.8,0.979,36.41,6.56,70.1,532.27,7.44,0,75.83,0
3400.14,93.55,14.42,124.0,88.6,106.8,0.979,36.41,6.56,70.1,532.27,7.44,0,75.83,0
3401.14,93.48,14.42,124.0,88.7,106.9,0.979,36.41,6.56,70.2,532.19,7.44,0,75.83,0
3402.14,93.47,14.42,124.0,88.7,106.9,0.979,36.41,6.56,70.2,532.19,7.44,0,75.83,0
3403.14,93.48,14.42,124.1,88.7,106.9,0.979,36.41,6.56,70.2,532.19,7.44,0,75.83,0
3404.14,93.47,14.42,124.1,88.7,106.9,0.979,36.41,6.56,70.2,532.19,7.44,0,75.83,0
3405.14,93.42,14.42,124.1,88.7,106.9,0.979,36.41,6.56,70.2,532.19,7.44,0,75.83,0
3406.14,93.42,14.42,124.1,88.7,106.9,0.979,36.41,6.56,70.2,532.12,7.44,0,75.83,0
3407.14,93.45,14.42,124.1,88.7,106.9,0.979,36.41,6.56,70.2,532.12,7.44,0,75.83,0
3408.14,93.45,14.42,124.1,88.7,106.9,0.979,36.41,6.56,70.2,532.12,7.44,0,75.83,0
3409.14,93.42,14.42,124.1,88.7,106.9,0.979,36.41,6.55,70.2,532.12,7.44,0,75.83,0
3410.14,93.42,14.42,124.1,88.7,106.9,0.979,36.41,6.55,70.2,532.04,7.44,0,75.83,0
3411.14,93.44,14.42,124.1,88.7,106.9,0.979,36.41,6.55,70.1,532.04,7.44,0,75.84,0
3412.14,93.44,14.42,124.1,88.7,106.9,0.979,36.41,6.56,70.2,532.04,7.44,0,75.83,0
3413.14,93.42,14.42,124.0,88.7,106.9,0.979,36.41,6.55,70.2,532.04,7.44,0,75.84,0
3414.14,93.42,14.42,124.1,88.7,106.9,0.979,36.40,6.55,70.2,531.97,7.44,0,75.84,0
3415.14,93.44,14.42,124.1,88.7,106.9,0.979,36.40,6.55,70.1,531.97,7.44,0,75.84,0
3416.14,93.45,14.42,124.1,88.7,106.9,0.979,36.40,6.55,70.1,531.97,7.44,0,75.84,0
3417.14,93.43,14.42,124.1,88.7,106.9,0.979,36.40,6.55,70.2,531.97,7.44,0,75.84,0
3418.14,93.41,14.42,124.1,88.7,106.9,0.979,36.40,6.55,70.2,531.89,7.44,0,75.84,0
3419.14,93.43,14.42,124.1,88.7,106.9,0.979,36.40,6.55,70.1,531.89,7.44,0,75.84,0
3420.14,93.45,14.42,124.1,88.7,106.9,0.979,36.40,6.55,70.1,531.89,7.44,0,75.84,0
3421.14,93.43,14.42,124.1,88.7,106.9,0.979,36.40,6.55,70.2,531.89,7.44,0,75.84,0
3422.14,93.41,14.42,124.1,88.7,106.9,0.979,36.40,6.55,70.2,531.81,7.44,0,75.84,0
3423.14,93.42,14.42,124.1,88.7,106.9,0.979,36.40,6.55,70.2,531.81,7.44,0,75.84,0
3424.14,93.45,14.42,124.1,88.7,106.9,0.979,36.40,6.55,70.1,531.81,7.44,0,75.84,0
3425.14,93.43,14.42,124.1,88.7,106.9,0.979,36.40,6.55,70.2,531.81,7.44,0,75.84,0
3426.14,93.40,14.42,124.1,88.7,107.0,0.979,36.40,6.55,70.2,531.73,7.44,0,75.84,0
3427.14,93.41,14.42,124.1,88.7,107.0,0.979,36.40,6.55,70.2,531.73,7.44,0,75.84,0
3428.14,93.44,14.42,124.1,88.7,107.0,0.979,36.40,6.55,70.1,531.73,7.44,0,75.84,0
3429.14,93.44,14.42,124.1,88.7,107.0,0.979,36.40,6.55,70.1,531.73,7.44,0,75.84,0
3430.14,93.40,14.42,124.1,88.7,107.0,0.979,36.40,6.55,70.2,531.73,7.44,0,75.84,0
3431.14,93.40,14.42,124.1,88.7,107.0,0.979,36.40,6.55,70.2,531.65,7.44,0,75.84,0
3432.14,93.43,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.1,531.65,7.44,0,75.84,0
3433.14,93.43,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.1,531.65,7.44,0,75.84,0
3434.14,93.40,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.65,7.44,0,75.84,0
3435.14,93.40,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.56,7.44,0,75.83,0
3436.14,93.43,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.56,7.44,0,75.83,0
3437.14,93.43,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.56,7.44,0,75.83,0
3438.14,93.40,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.56,7.44,0,75.83,0
3439.14,93.39,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.48,7.44,0,75.83,0
3440.14,93.41,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.48,7.44,0,75.83,0
3441.14,93.43,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.48,7.44,0,75.83,0
3442.14,93.40,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.48,7.44,0,75.83,0
3443.14,93.39,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.39,7.44,0,75.83,0
3444.14,93.40,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.39,7.44,0,75.83,0
3445.14,93.42,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.39,7.44,0,75.83,0
3446.14,93.40,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.39,7.44,0,75.83,0
3447.14,93.38,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.31,7.44,0,75.83,0
3448.14,93.39,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.31,7.44,0,75.83,0
3449.14,93.42,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.31,7.44,0,75.83,0
3450.14,93.40,14.42,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.31,7.44,0,75.83,0
3451.14,93.37,14.49,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.22,7.44,0,75.83,0
3452.14,93.38,14.49,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.22,7.44,0,75.83,0
3453.14,93.41,14.49,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.22,7.44,0,75.83,0
3454.14,93.40,14.49,124.1,88.8,107.0,0.979,36.40,6.55,70.2,531.22,7.44,0,75.83,0
3455.14,93.37,14.49,124.1,88.8,107.0,0.979,36.40,6.55,70.2,534.90,7.44,0,75.82,0
3456.14,93.37,14.49,124.1,88.8,107.0,0.979,36.40,6.55,70.2,534.90,7.44,0,75.82,0
3457.14,93.40,14.49,124.1,88.8,107.0,0.979,36.40,6.55,70.2,534.90,7.44,0,75.82,0
3458.14,93.40,14.49,124.1,88.8,107.0,0.979,36.40,6.55,70.2,534.90,7.44,0,75.82,0
3459.14,93.36,14.49,124.1,88.8,107.0,0.979,36.40,6.55,70.2,534.90,7.44,0,75.82,0
3460.14,93.36,14.49,124.1,88.8,107.0,0.979,36.40,6.55,70.2,534.80,7.44,0,75.82,0
3461.14,93.40,14.49,124.2,88.8,107.0,0.979,36.40,6.55,70.2,534.80,7.44,0,75.82,0
3462.14,93.40,14.49,124.2,88.8,107.0,0.979,36.40,6.55,70.2,534.80,7.44,0,75.82,0
3463.14,93.36,14.49,124.1,88.8,107.0,0.979,36.40,6.55,70.2,534.80,7.44,0,75.82,0
3464.14,93.36,14.49,124.2,88.8,107.0,0.979,36.40,6.55,70.2,534.71,7.44,0,75.82,0
3465.14,93.39,14.49,124.2,88.8,107.0,0.979,36.40,6.55,70.2,534.71,7.44,0,75.82,0
3466.14,93.40,14.49,124.2,88.8,107.0,0.979,36.40,6.55,70.2,534.71,7.44,0,75.82,0
3467.14,93.36,14.49,124.2,88.8,107.0,0.979,36.40,6.55,70.2,534.71,7.44,0,75.82,0
3468.14,93.35,14.49,124.2,88.8,107.0,0.979,36.40,6.55,70.2,534.62,7.44,0,75.82,0
3469.14,93.38,14.49,124.2,88.8,107.0,0.979,36.40,6.55,70.2,534.62,7.44,0,75.82,0
3470.14,93.39,14.49,124.2,88.8,107.0,0.979,36.40,6.55,70.2,534.62,7.44,0,75.81,0
3471.14,93.36,14.49,124.2,88.8,107.0,0.979,36.40,6.55,70.2,534.62,7.44,0,75.81,0
3472.14,93.35,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.54,7.44,0,75.81,0
3473.14,93.37,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.54,7.44,0,75.81,0
3474.14,93.39,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.54,7.44,0,75.81,0
3475.14,93.36,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.54,7.44,0,75.81,0
3476.14,93.35,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.46,7.44,0,75.81,0
3477.14,93.36,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.46,7.44,0,75.81,0
3478.14,93.38,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.46,7.44,0,75.81,0
3479.14,93.36,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.46,7.44,0,75.81,0
3480.14,93.34,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.40,7.44,0,75.81,0
3481.14,93.35,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.40,7.44,0,75.81,0
3482.14,93.38,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.40,7.44,0,75.80,0
3483.14,93.37,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.40,7.44,0,75.80,0
3484.14,93.34,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.33,7.44,0,75.80,0
3485.14,93.34,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.33,7.44,0,75.80,0
3486.14,93.37,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.33,7.44,0,75.80,0
3487.14,93.37,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.33,7.44,0,75.80,0
3488.14,93.33,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.33,7.44,0,75.80,0
3489.14,93.33,14.49,124.2,88.8,107.1,0.979,36.40,6.55,70.2,534.28,7.44,0,75.80,0
3490.14,93.37,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.28,7.44,0,75.80,0
3491.14,93.36,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.28,7.44,0,75.80,0
3492.14,93.33,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.28,7.44,0,75.80,0
3493.14,93.33,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.22,7.44,0,75.79,0
3494.14,93.36,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.22,7.44,0,75.79,0
3495.14,93.36,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.22,7.44,0,75.79,0
3496.14,93.33,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.22,7.44,0,75.79,0
3497.14,93.32,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.16,7.44,0,75.79,0
3498.14,93.35,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.16,7.44,0,75.79,0
3499.14,93.36,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.16,7.44,0,75.79,0
3500.14,93.33,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.16,7.44,0,75.79,0
3501.14,93.32,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.11,7.44,0,75.79,0
3502.14,93.34,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.11,7.44,0,75.79,0
3503.14,93.35,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.11,7.44,0,75.79,0
3504.14,93.33,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.11,7.44,0,75.78,0
3505.14,93.31,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.06,7.44,0,75.78,0
3506.14,93.33,14.49,124.2,88.9,107.1,0.979,36.40,6.55,70.2,534.06,7.44,0,75.78,0
3507.14,93.34,14.49,124.2,88.9,107.1,0.979,36.39,6.55,70.2,534.06,7.44,0,75.78,0
3508.14,93.33,14.49,124.2,88.9,107.1,0.979,36.39,6.55,70.2,534.06,7.44,0,75.78,0
3509.14,93.31,14.49,124.2,88.9,107.1,0.979,36.39,6.55,70.2,534.00,7.44,0,75.78,0
3510.14,93.32,14.49,124.2,88.9,107.1,0.979,36.39,6.55,70.2,534.00,7.44,0,75.78,0
3511.14,93.34,14.49,124.2,88.9,107.1,0.979,36.39,6.55,70.2,534.00,7.44,0,75.78,0
3512.14,93.33,14.49,124.2,88.9,107.1,0.979,36.39,6.55,70.2,534.00,7.44,0,75.78,0
3513.14,93.30,14.49,124.2,88.9,107.1,0.979,36.39,6.55,70.2,533.95,7.44,0,75.78,0
3514.14,93.31,14.49,124.2,88.9,107.1,0.979,36.39,6.55,70.2,533.95,7.44,0,75.78,0
3515.14,93.34,14.49,124.3,88.9,107.1,0.979,36.39,6.55,70.2,533.95,7.44,0,75.77,0
3516.14,93.33,14.49,124.3,88.9,107.1,0.979,36.39,6.55,70.2,533.95,7.44,0,75.77,0
3517.14,93.30,14.49,124.3,88.9,107.1,0.979,36.39,6.55,70.2,533.95,7.44,0,75.77,0
3518.14,93.30,14.49,124.3,88.9,107.1,0.980,36.39,6.55,70.2,533.90,7.44,0,75.77,0
3519.14,93.33,14.49,124.3,88.9,107.1,0.979,36.39,6.55,70.2,533.90,7.44,0,75.77,0
3520.14,93.33,14.49,124.3,88.9,107.1,0.979,36.39,6.55,70.2,533.90,7.44,0,75.77,0
3521.14,93.29,14.49,124.3,88.9,107.2,0.979,36.39,6.55,70.2,533.90,7.44,0,75.77,0
3522.14,93.29,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,533.85,7.44,0,75.77,0
3523.14,93.32,14.56,124.3,88.9,107.2,0.979,36.39,6.55,70.2,533.85,7.44,0,75.77,0
3524.14,93.33,14.56,124.3,88.9,107.2,0.979,36.39,6.55,70.2,533.85,7.44,0,75.77,0
3525.14,93.29,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,533.85,7.44,0,75.77,0
3526.14,93.28,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.62,7.44,0,75.76,0
3527.14,93.31,14.56,124.3,88.9,107.2,0.979,36.39,6.55,70.2,537.62,7.44,0,75.76,0
3528.14,93.32,14.56,124.3,88.9,107.2,0.979,36.39,6.55,70.2,537.62,7.44,0,75.76,0
3529.14,93.29,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.62,7.44,0,75.76,0
3530.14,93.28,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.56,7.44,0,75.76,0
3531.14,93.30,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.56,7.44,0,75.76,0
3532.14,93.32,14.56,124.3,88.9,107.2,0.979,36.39,6.55,70.2,537.56,7.44,0,75.76,0
3533.14,93.29,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.56,7.44,0,75.76,0
3534.14,93.28,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.50,7.44,0,75.76,0
3535.14,93.30,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.50,7.44,0,75.76,0
3536.14,93.31,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.50,7.44,0,75.75,0
3537.14,93.29,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.50,7.44,0,75.75,0
3538.14,93.27,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.46,7.44,0,75.75,0
3539.14,93.29,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.46,7.44,0,75.75,0
3540.14,93.31,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.46,7.44,0,75.75,0
3541.14,93.29,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.46,7.44,0,75.75,0
3542.14,93.27,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.42,7.44,0,75.75,0
3543.14,93.28,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.42,7.44,0,75.75,0
3544.14,93.31,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.42,7.44,0,75.75,0
3545.14,93.29,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.42,7.44,0,75.75,0
3546.14,93.26,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.3,537.39,7.44,0,75.75,0
3547.14,93.27,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.3,537.39,7.44,0,75.74,0
3548.14,93.30,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.39,7.44,0,75.74,0
3549.14,93.29,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.39,7.44,0,75.74,0
3550.14,93.26,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.3,537.39,7.44,0,75.74,0
3551.14,93.26,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.3,537.37,7.44,0,75.74,0
3552.14,93.30,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.2,537.37,7.44,0,75.74,0
3553.14,93.29,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.3,537.37,7.44,0,75.74,0
3554.14,93.26,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.3,537.37,7.44,0,75.74,0
3555.14,93.26,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.3,537.35,7.44,0,75.74,0
3556.14,93.29,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.3,537.35,7.44,0,75.74,0
3557.14,93.29,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.3,537.35,7.44,0,75.74,0
3558.14,93.26,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.3,537.35,7.44,0,75.73,0
3559.14,93.25,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.3,537.34,7.44,0,75.73,0
3560.14,93.28,14.56,124.3,89.0,107.2,0.980,36.39,6.55,70.3,537.34,7.44,0,75.73,0
3561.14,93.29,14.56,124.3,89.0,107.2,0.980,36.39,6.55,70.3,537.34,7.44,0,75.73,0
3562.14,93.25,14.56,124.3,88.9,107.2,0.980,36.39,6.55,70.3,537.34,7.44,0,75.73,0
3563.14,93.25,14.56,124.3,89.0,107.2,0.980,36.39,6.55,70.3,537.33,7.44,0,75.73,0
3564.14,93.27,14.56,124.3,89.0,107.2,0.980,36.39,6.55,70.3,537.33,7.44,0,75.73,0
3565.14,93.28,14.56,124.3,89.0,107.2,0.980,36.39,6.55,70.3,537.33,7.44,0,75.73,0
3566.14,93.25,14.56,124.3,89.0,107.2,0.980,36.39,6.55,70.3,537.33,7.44,0,75.73,0
3567.14,93.24,14.56,124.3,89.0,107.2,0.980,36.39,6.55,70.3,537.32,7.44,0,75.73,0
3568.14,93.26,14.56,124.3,89.0,107.2,0.980,36.39,6.55,70.3,537.32,7.44,0,75.73,0
3569.14,93.28,14.56,124.3,89.0,107.2,0.980,36.39,6.55,70.3,537.32,7.44,0,75.72,0
3570.14,93.25,14.56,124.3,89.0,107.2,0.980,36.39,6.55,70.3,537.32,7.44,0,75.72,0
3571.14,93.24,14.56,124.3,89.0,107.2,0.980,36.39,6.55,70.3,537.31,7.44,0,75.72,0
3572.14,93.25,14.56,124.3,89.0,107.2,0.980,36.39,6.55,70.3,537.31,7.44,0,75.72,0
3573.14,93.27,14.56,124.3,89.0,107.2,0.980,36.39,6.55,70.3,537.31,7.44,0,75.72,0
3574.14,93.25,14.56,124.3,89.0,107.2,0.980,36.39,6.55,70.3,537.31,7.44,0,75.72,0
3575.14,93.23,14.56,124.3,89.0,107.2,0.980,36.39,6.55,70.3,537.30,7.44,0,75.72,0
3576.14,93.24,14.56,124.4,89.0,107.2,0.980,36.39,6.55,70.3,537.30,7.44,0,75.72,0
3577.14,93.27,14.56,124.4,89.0,107.2,0.980,36.39,6.55,70.3,537.30,7.44,0,75.72,0
3578.14,93.25,14.56,124.4,89.0,107.2,0.980,36.39,6.55,70.3,537.30,7.44,0,75.72,0
3579.14,93.23,14.56,124.4,89.0,107.2,0.980,36.39,6.55,70.3,537.29,7.44,0,75.72,0
3580.14,93.24,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.29,7.44,0,75.72,0
3581.14,93.27,14.56,124.4,89.0,107.2,0.980,36.39,6.55,70.3,537.29,7.44,0,75.71,0
3582.14,93.25,14.56,124.4,89.0,107.2,0.980,36.39,6.55,70.3,537.29,7.44,0,75.71,0
3583.14,93.22,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.29,7.44,0,75.71,0
3584.14,93.23,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.28,7.44,0,75.71,0
3585.14,93.26,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.28,7.44,0,75.71,0
3586.14,93.25,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.28,7.44,0,75.71,0
3587.14,93.22,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.28,7.44,0,75.71,0
3588.14,93.22,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.27,7.44,0,75.71,0
3589.14,93.25,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.27,7.44,0,75.71,0
3590.14,93.25,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.27,7.44,0,75.71,0
3591.14,93.22,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.27,7.44,0,75.71,0
3592.14,93.22,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.26,7.44,0,75.70,0
3593.14,93.25,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.26,7.44,0,75.70,0
3594.14,93.25,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.26,7.44,0,75.70,0
3595.14,93.22,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.26,7.44,0,75.70,0
3596.14,93.21,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.24,7.44,0,75.70,0
3597.14,93.24,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.24,7.44,0,75.70,0
3598.14,93.25,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.24,7.44,0,75.70,0
3599.14,93.22,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.24,7.44,0,75.70,0
3600.14,93.21,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.23,7.44,0,75.70,0
3601.14,93.23,14.56,124.4,89.0,107.3,0.980,36.39,6.55,70.3,537.23,7.44,0,75.70,0
3602.14,93.24,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.23,7.44,0,75.70,0
3603.14,93.22,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.23,7.44,0,75.70,0
3604.14,93.20,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.22,7.44,0,75.69,0
3605.14,93.22,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.22,7.44,0,75.69,0
3606.14,93.24,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.22,7.44,0,75.69,0
3607.14,93.22,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.22,7.44,0,75.69,0
3608.14,93.20,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.20,7.44,0,75.69,0
3609.14,93.21,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.20,7.44,0,75.69,0
3610.14,93.23,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.20,7.44,0,75.69,0
3611.14,93.22,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.20,7.44,0,75.69,0
3612.14,93.19,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.19,7.44,0,75.69,0
3613.14,93.20,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.19,7.44,0,75.69,0
3614.14,93.23,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.19,7.44,0,75.69,0
3615.14,93.22,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.19,7.44,0,75.68,0
3616.14,93.19,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.17,7.44,0,75.68,0
3617.14,93.19,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.17,7.44,0,75.68,0
3618.14,93.23,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.17,7.44,0,75.68,0
3619.14,93.22,14.56,124.4,89.0,107.3,0.980,36.38,6.55,70.3,537.17,7.44,0,75.68,0
